
id,Pokémon,Type,Talent,Tier,PV,Atq,Def,Ats,Defs,Vit
715,Bruyverne,"Vol
Dragon","Fouille
Infiltration
Télépathe",RU,85,70,80,97,80,123
716,Xerneas,Fée,Aura Féérique,Untiered,126,131,95,131,98,99
717,Yveltal,"Ténèbres
Vol",Aura Ténébreuse,Untiered,126,131,95,131,98,99
718,Zygarde,"Dragon
Sol","Aura Inversée
Rassemblement",Untiered,108,100,121,81,95,95
718,Zygarde Forme Parfaite,"Dragon
Sol",Rassemblement,Untiered,216,100,121,91,95,85
718,Zygarde 10%,"Dragon
Sol","Aura Inversée
Rassemblement",Untiered,54,100,71,61,85,115
719,Diancie,"Roche
Fée",Corps Sain,NU,50,100,150,100,150,50
719,Méga Diancie,"Roche
Fée",Miroir Magik,Untiered,50,160,110,160,110,110
720,Hoopa,"Psy
Spectre",Magicien,PU,80,110,60,150,130,70
720,Hoopa Déchaîné,"Psy
Ténèbres",Magicien,UUBL,80,160,60,170,130,80
721,Volcanion,"Feu
Eau",Absorb Eau,RU,80,110,120,130,90,70
722,Brindibou,"Plante
Vol","Engrais
Longue Portée",LC,68,55,55,50,50,42
723,Efflèche,"Plante
Vol","Engrais
Longue Portée",NFE,78,75,75,70,70,52
724,Archéduc,"Plante
Spectre","Engrais
Longue Portée",NU,78,107,75,100,100,70
724,Archéduc de Hisui,"Plante
Combat","Engrais
Querelleur",PU,88,112,80,95,95,60
725,Flamiaou,Feu,"Brasier
Intimidation",LC,45,65,40,60,40,70
726,Matoufeu,Feu,"Brasier
Intimidation",NFE,65,85,50,80,50,90
727,Félinferno,"Feu
Ténèbres","Brasier
Intimidation",NU,95,115,90,80,90,60
728,Otaquin,Eau,"Torrent
Hydrata-Son",LC,50,54,54,66,56,40
729,Otarlette,Eau,"Torrent
Hydrata-Son",NFE,60,69,69,91,81,50
730,Oratoria,"Eau
Fée","Torrent
Hydrata-Son",OU,80,74,74,126,116,60
731,Picassaut,"Normal
Vol","Regard Vif
Multi-Coups
Ramassage",LC,35,75,30,30,30,65
732,Piclairon,"Normal
Vol","Regard Vif
Multi-Coups
Ramassage",NFE,55,85,50,40,50,75
733,Bazoucan,"Normal
Vol","Regard Vif
Multi-Coups
Sans Limite",ZU,80,120,75,75,75,60
734,Manglouton,Normal,"Filature
Prognathe
Adaptabilité",LC,48,70,30,30,30,45
735,Argouste,Normal,"Filature
Prognathe
Adaptabilité",ZU,88,110,60,55,60,45
735,Gumshoos-Totem,Normal,Adaptabilité,Untiered,88,110,60,55,60,45
736,Larvibule,Insecte,Essaim,LC,47,62,45,55,45,46
737,Chrysapile,"Insecte
Électrik",Batterie,NFE,57,82,95,55,75,36
738,Lucanon,"Insecte
Électrik",Lévitation,ZU,77,70,90,145,75,43
738,Vikavolt-Totem,"Insecte
Électrik",Lévitation,Untiered,77,70,90,145,75,43
739,Crabagarre,Combat,"Hyper Cutter
Poing de Fer
Colérique",LC,47,82,57,42,47,63
740,Crabominable,"Combat
Glace","Hyper Cutter
Poing de Fer
Colérique",ZU,97,132,77,62,67,43
741,Plumeline Flamenco,"Feu
Vol",Danseuse,ZU,75,70,70,98,70,93
741,Plumeline Buyō,"Spectre
Vol",Danseuse,NUBL,75,70,70,98,70,93
741,Plumeline Pom-Pom,"Électrik
Vol",Danseuse,RUBL,75,70,70,98,70,93
741,Plumeline Hula,"Psy
Vol",Danseuse,ZU,75,70,70,98,70,93
742,Bombydou,"Insecte
Fée","Cherche Miel
Écran Poudre
Gluco-Voile",NFE,40,45,40,55,40,84
743,Rubombelle,"Insecte
Fée","Cherche Miel
Écran Poudre
Gluco-Voile",RU,60,55,60,95,70,124
743,Ribombee-Totem,"Insecte
Fée",Gluco-Voile,Untiered,60,55,60,95,70,124
744,Rocabot,Roche,"Regard Vif
Esprit Vital
Impassible",LC,45,65,40,30,40,60
744,Rockruff Crépusculaire,Roche,Tempo Perso,LC,45,65,40,30,40,60
745,Lougaroc Diurne,Roche,"Regard Vif
Baigne Sable
Impassible",ZU,75,115,65,55,65,112
745,Lougaroc Nocturne,Roche,"Regard Vif
Esprit Vital
Annule Garde",ZU,85,115,75,55,75,82
745,Lougaroc Crépusculaire,Roche,Griffe Dure,RU,75,117,65,55,65,110
746,Froussardine,Eau,Banc,Untiered,45,20,20,25,25,40
746,Froussardine Banc,Eau,Banc,Untiered,45,140,130,140,135,30
747,Vorastérie,"Poison
Eau","Cruauté
Échauffement
Régé-Force",LC,50,53,62,43,52,45
748,Prédastérie,"Poison
Eau","Cruauté
Échauffement
Régé-Force",UU,50,63,152,53,142,35
749,Tiboudet,Sol,"Tempo Perso
Endurance
Attention",LC,70,100,70,45,55,45
750,Bourrinos,Sol,"Tempo Perso
Endurance
Attention",PU,100,125,100,55,85,35
751,Araqua,"Eau
Insecte","Aquabulle
Absorb Eau",LC,38,40,52,40,72,27
752,Tarenbulle,"Eau
Insecte","Aquabulle
Absorb Eau",OU,68,70,92,50,132,42
752,Araquanid-Totem,"Eau
Insecte",Aquabulle,Untiered,68,70,92,50,132,42
753,Mimantis,Plante,"Feuille Garde
Contestation",LC,40,55,35,50,35,35
754,Floramantis,Plante,"Feuille Garde
Contestation",ZU,70,105,90,80,90,45
754,Lurantis-Totem,Plante,Feuille Garde,Untiered,70,105,90,80,90,45
755,Spododo,"Plante
Fée","Lumiattirance
Pose Spore
Cuvette",Untiered,40,35,55,65,75,15
756,Lampignon,"Plante
Fée","Lumiattirance
Pose Spore
Cuvette",Untiered,60,45,80,90,100,30
757,Tritox,"Poison
Feu","Corrosion
Benêt",LC,48,44,40,71,40,77
758,Malamandre,"Poison
Feu","Corrosion
Benêt",PU,68,64,60,111,60,117
758,Salazzle-Totem,"Poison
Feu",Corrosion,Untiered,68,64,60,111,60,117
759,Nounourson,"Normal
Combat","Boule de Poils
Maladresse
Joli Sourire",Untiered,70,75,50,45,50,50
760,Chelours,"Normal
Combat","Boule de Poils
Maladresse
Tension",Untiered,120,125,80,55,60,60
761,Croquine,Plante,"Feuille Garde
Benêt
Gluco-Voile",LC,42,30,38,30,38,32
762,Candine,Plante,"Feuille Garde
Benêt
Gluco-Voile",NFE,52,40,48,40,48,62
763,Sucreine,Plante,"Feuille Garde
Prestance Royale
Gluco-Voile",NU,72,120,98,50,98,72
764,Guérilande,Fée,"Flora-Voile
Prioguérison
Médic Nature",UU,51,52,90,82,110,100
765,Gouroutan,"Normal
Psy","Attention
Télépathe
Symbiose",ZU,90,60,80,90,110,60
766,Quartermac,Combat,"Receveur
Acharné",ZU,100,120,90,40,60,80
767,Sovkipou,"Insecte
Eau",Escampette,Untiered,25,35,40,20,30,80
768,Sarmuraï,"Insecte
Eau",Repli Tactique,Untiered,75,125,140,60,90,40
769,Bacabouh,"Spectre
Sol","Sable Humide
Voile Sable",LC,55,55,80,70,45,15
770,Trépassable,"Spectre
Sol","Sable Humide
Voile Sable",PU,85,75,110,100,75,35
771,Concombaffe,Eau,"Expuls'Organes
Inconscient",Untiered,55,60,130,30,130,5
772,Type:0,Normal,Armurbaston,Untiered,95,95,95,95,95,59
773,Silvallié,Normal,Système Alpha,Untiered,95,95,95,95,95,95
773,Silvallié Électrik,Électrik,Système Alpha,Untiered,95,95,95,95,95,95
773,Silvallié Combat,Combat,Système Alpha,Untiered,95,95,95,95,95,95
773,Silvallié Ténèbres,Ténèbres,Système Alpha,Untiered,95,95,95,95,95,95
773,Silvallié Insecte,Insecte,Système Alpha,Untiered,95,95,95,95,95,95
773,Silvallié Poison,Poison,Système Alpha,Untiered,95,95,95,95,95,95
773,Silvallié Psy,Psy,Système Alpha,Untiered,95,95,95,95,95,95
773,Silvallié Fée,Fée,Système Alpha,Untiered,95,95,95,95,95,95
773,Silvallié Acier,Acier,Système Alpha,Untiered,95,95,95,95,95,95
773,Silvallié Feu,Feu,Système Alpha,Untiered,95,95,95,95,95,95
773,Silvallié Vol,Vol,Système Alpha,Untiered,95,95,95,95,95,95
773,Silvallié Sol,Sol,Système Alpha,Untiered,95,95,95,95,95,95
773,Silvallié Dragon,Dragon,Système Alpha,Untiered,95,95,95,95,95,95
773,Silvallié Roche,Roche,Système Alpha,Untiered,95,95,95,95,95,95
773,Silvallié Spectre,Spectre,Système Alpha,Untiered,95,95,95,95,95,95
773,Silvallié Plante,Plante,Système Alpha,Untiered,95,95,95,95,95,95
773,Silvallié Eau,Eau,Système Alpha,Untiered,95,95,95,95,95,95
773,Silvallié Glace,Glace,Système Alpha,Untiered,95,95,95,95,95,95
774,Météno Rouge,"Roche
Vol",Bouclier-Carcan,ZU,60,100,60,100,60,120
774,Météno Météore,"Roche
Vol",Bouclier-Carcan,ZU,60,60,100,60,100,60
775,Dodoala,Normal,Hypersommeil,ZU,65,115,65,75,95,65
776,Boumata,"Feu
Dragon",Coque Armure,Untiered,60,78,135,91,85,36
777,Togedemaru,"Électrik
Acier","Épine de Fer
Paratonnerre
Fermeté",Untiered,65,98,63,40,73,96
777,Togedemaru-Totem,"Électrik
Acier",Fermeté,Untiered,65,98,63,40,73,96
778,Mimiqui,"Spectre
Fée",Fantômasque,RU,55,90,80,50,105,96
778,Mimikyu-Totem,"Spectre
Fée",Fantômasque,Untiered,55,90,80,50,105,96
779,Denticrisse,"Eau
Psy","Corps Coloré
Prognathe
Peau Miracle",PU,68,105,70,70,70,92
780,Draïeul,"Normal
Dragon","Folle Furie
Herbivore
Ciel Gris",Untiered,78,60,85,135,91,36
781,Sinistrail,"Spectre
Plante",Expert Acier,Untiered,70,131,100,86,90,40
782,Bébécaille,Dragon,"Pare-Balles
Anti-Bruit
Envelocape",LC,45,55,65,45,45,45
783,Écaïd,"Dragon
Combat","Pare-Balles
Anti-Bruit
Envelocape",NFE,55,75,90,65,70,65
784,Ékaïser,"Dragon
Combat","Pare-Balles
Anti-Bruit
Envelocape",UUBL,75,110,125,100,105,85
784,Kommo-o-Totem,"Dragon
Combat",Envelocape,Untiered,75,110,125,100,105,85
785,Tokorico,"Électrik
Fée","Créa-Élec
Télépathe",Untiered,70,115,85,95,75,130
786,Tokopiyon,"Psy
Fée","Créa-Psy
Télépathe",Untiered,70,85,75,130,115,95
787,Tokotoro,"Plante
Fée","Créa-Herbe
Télépathe",Untiered,70,130,115,85,95,75
788,Tokopisco,"Eau
Fée","Créa-Brume
Télépathe",Untiered,70,75,115,95,130,85
789,Cosmog,Psy,Inconscient,LC,43,29,31,29,31,37
790,Cosmovum,Psy,Fermeté,NFE,43,29,131,29,131,37
791,Solgaleo,"Psy
Acier",Métallo-Garde,Uber,137,137,107,113,89,97
792,Lunala,"Psy
Spectre",Spectro-Bouclier,Uber,137,113,89,137,107,97
793,Zéroïd,"Roche
Poison",Boost Chimère,Untiered,109,53,47,127,131,103
794,Mouscoto,"Insecte
Combat",Boost Chimère,Untiered,107,139,139,53,53,79
795,Cancrelove,"Insecte
Combat",Boost Chimère,Untiered,71,137,37,137,37,151
796,Câblifère,Électrik,Boost Chimère,Untiered,83,89,71,173,71,83
797,Bamboiselle,"Acier
Vol",Boost Chimère,Untiered,97,101,103,107,101,61
798,Katagami,"Plante
Acier",Boost Chimère,Untiered,59,181,131,59,31,109
799,Engloutyran,"Ténèbres
Dragon",Boost Chimère,Untiered,223,101,53,97,53,43
800,Necrozma,Psy,Prisme-Armure,NUBL,97,107,101,127,89,79
800,Necrozma Ailes de l'Aurore,"Psy
Spectre",Prisme-Armure,Uber,97,113,109,157,127,77
800,Necrozma Crinière du Couchant,"Psy
Acier",Prisme-Armure,Uber,97,157,127,113,109,77
800,Ultra Necrozma,"Psy
Dragon",Cérébro-Force,Untiered,97,167,97,167,97,129
801,Magearna,"Acier
Fée",Animacoeur,Uber,80,95,115,130,115,65
802,Marshadow,"Combat
Spectre",Technicien,Untiered,90,125,80,90,90,125
803,Vémini,Poison,Boost Chimère,Untiered,67,73,67,73,67,73
804,Mandrillon,"Poison
Dragon",Boost Chimère,Untiered,73,73,73,127,73,121
805,Ama-Ama,"Roche
Acier",Boost Chimère,Untiered,61,131,211,53,101,13
806,Pierroteknik,"Feu
Spectre",Boost Chimère,Untiered,53,127,53,151,79,107
807,Zeraora,Électrik,Absorb Volt,Untiered,88,112,75,102,80,143
808,Meltan,Acier,Magnépiège,Untiered,46,65,65,55,35,34
809,Melmetal,Acier,Poing de Fer,Untiered,135,143,143,80,65,34
809,Melmetal Gigamax,Acier,Poing de Fer,Untiered,135,143,143,80,65,34
810,Ouistempo,Plante,"Engrais
Créa-Herbe",LC,50,65,50,40,40,65
811,Badabouin,Plante,"Engrais
Créa-Herbe",NFE,70,85,70,55,60,80
812,Gorythmic,Plante,"Engrais
Créa-Herbe",UUBL,100,125,90,60,70,85
812,Gorythmic Gigamax,Plante,"Engrais
Créa-Herbe",Untiered,100,125,90,60,70,85
813,Flambino,Feu,"Brasier
Libéro",LC,50,71,40,40,40,69
814,Lapyro,Feu,"Brasier
Libéro",NFE,65,86,60,55,60,94
815,Pyrobut,Feu,"Brasier
Libéro",OU,80,116,75,65,75,119
815,Pyrobut Gigamax,Feu,"Brasier
Libéro",Untiered,80,116,75,65,75,119
816,Larméléon,Eau,"Torrent
Sniper",LC,50,40,40,70,40,70
817,Arrozard,Eau,"Torrent
Sniper",NFE,65,60,55,95,55,90
818,Lézargus,Eau,"Torrent
Sniper",NU,70,85,65,125,65,120
818,Lézargus Gigamax,Eau,"Torrent
Sniper",Untiered,70,85,65,125,65,120
819,Rongourmand,Normal,"Bajoues
Gloutonnerie",LC,70,55,55,35,35,25
820,Rongrigou,Normal,"Bajoues
Gloutonnerie",ZU,120,95,95,55,75,20
821,Minisange,Vol,"Regard Vif
Tension
Coeur de Coq",LC,38,47,35,33,35,57
822,Bleuseille,Vol,"Regard Vif
Tension
Coeur de Coq",NFE,68,67,55,43,55,77
823,Corvaillus,"Vol
Acier","Pression
Tension
Armure Miroir",OU,98,87,105,53,85,67
823,Corvaillus Gigamax,"Vol
Acier","Pression
Tension
Armure Miroir",Untiered,98,87,105,53,85,67
824,Larvadar,Insecte,"Essaim
Oeil Composé
Télépathe",Untiered,25,20,20,25,45,45
825,Coléodôme,"Insecte
Psy","Essaim
Oeil Composé
Télépathe",Untiered,50,35,80,50,90,30
826,Astronelle,"Insecte
Psy","Essaim
Fouille
Télépathe",Untiered,60,45,110,80,120,90
826,Astronelle Gigamax,"Insecte
Psy","Essaim
Fouille
Télépathe",Untiered,60,45,110,80,120,90
827,Goupilou,Ténèbres,"Fuite
Délestage
Filature",Untiered,40,28,28,47,52,50
828,Roublenard,Ténèbres,"Fuite
Délestage
Filature",Untiered,70,58,58,87,92,90
829,Tournicoton,Plante,"Effilochage
Régé-Force
Pose Spore",Untiered,40,40,60,40,60,10
830,Blancoton,Plante,"Effilochage
Régé-Force
Pose Spore",Untiered,60,50,90,80,120,60
831,Moumouton,Normal,"Boule de Poils
Fuite
Pare-Balles",Untiered,42,40,55,40,45,48
832,Moumouflon,Normal,"Boule de Poils
Impassible
Pare-Balles",Untiered,72,80,100,60,90,88
833,Khélocrok,Eau,"Prognathe
Coque Armure
Glissade",LC,50,64,50,38,38,44
834,Torgamord,"Eau
Roche","Prognathe
Coque Armure
Glissade",NU,90,115,90,48,68,74
834,Torgamord Gigamax,"Eau
Roche","Prognathe
Coque Armure
Glissade",Untiered,90,115,90,48,68,74
835,Voltoutou,Électrik,"Ramasse Ball
Phobique",Untiered,59,45,50,40,50,26
836,Fulgudog,Électrik,"Prognathe
Battant",Untiered,69,90,60,90,60,121
837,Charbi,Roche,"Turbine
Ignifugé
Torche",LC,30,40,50,40,50,30
838,Wagomine,"Roche
Feu","Turbine
Corps Ardent
Torche",NFE,80,60,90,60,70,50
839,Monthracite,"Roche
Feu","Turbine
Corps Ardent
Torche",PU,110,80,120,80,90,30
839,Monthracite Gigamax,"Roche
Feu","Turbine
Corps Ardent
Torche",Untiered,110,80,120,80,90,30
840,Verpom,"Plante
Dragon","Mûrissement
Gloutonnerie
Pare-Balles",LC,40,40,80,40,40,20
841,Pomdrapi,"Plante
Dragon","Mûrissement
Gloutonnerie
Agitation",ZU,70,110,80,95,60,70
841,Pomdrapi Gigamax,"Plante
Dragon","Mûrissement
Gloutonnerie
Agitation",Untiered,70,110,80,95,60,70
842,Dratatin,"Plante
Dragon","Mûrissement
Gloutonnerie
Isograisse",ZU,110,85,80,100,80,30
842,Dratatin Gigamax,"Plante
Dragon","Mûrissement
Gloutonnerie
Isograisse",Untiered,110,85,80,100,80,30
843,Dunaja,Sol,"Expul’Sable
Mue
Voile Sable",LC,52,57,75,35,50,46
844,Dunaconda,Sol,"Expul’Sable
Mue
Voile Sable",ZU,72,107,125,65,70,71
844,Dunaconda Gigamax,Sol,"Expul’Sable
Mue
Voile Sable",Untiered,72,107,125,65,70,71
845,Nigosier,"Vol
Eau",Dégobage,PU,70,85,55,85,95,85
846,Embrochet,Eau,"Glissade
Propulseur",LC,41,63,40,40,30,66
847,Hastacuda,Eau,"Glissade
Propulseur",NU,61,123,60,60,50,136
848,Toxizap,"Électrik
Poison","Phobique
Statik
Maladresse",LC,40,38,35,54,35,40
849,Salarsen Forme Aigüe,"Électrik
Poison","Punk Rock
Plus
Technicien",NU,75,98,70,114,70,75
849,Salarsen Forme Grave,"Électrik
Poison","Punk Rock
Minus
Technicien",NU,75,98,70,114,70,75
849,Salarsen Forme Aigüe Gigamax,"Électrik
Poison","Punk Rock
Plus
Technicien",Untiered,75,98,70,114,70,75
849,Salarsen Forme Grave Gigamax,"Électrik
Poison","Punk Rock
Minus
Technicien",Untiered,75,98,70,114,70,75
850,Grillepattes,"Feu
Insecte","Torche
Écran Fumée
Corps Ardent",Untiered,50,65,45,50,50,45
851,Scolocendre,"Feu
Insecte","Torche
Écran Fumée
Corps Ardent",Untiered,100,115,65,90,90,65
851,Scolocendre Gigamax,"Feu
Insecte","Torche
Écran Fumée
Corps Ardent",Untiered,100,115,65,90,90,65
852,Poulpaf,Combat,"Échauffement
Technicien",Untiered,50,68,60,50,50,32
853,Krakos,Combat,"Échauffement
Technicien",Untiered,80,118,90,70,80,42
854,Théffroi,Spectre,"Armurouillée
Corps Maudit",LC,40,45,45,74,54,50
855,Polthégeist,Spectre,"Armurouillée
Corps Maudit",UUBL,60,65,65,134,114,70
856,Bibichut,Psy,"Coeur Soin
Anticipation
Miroir Magik",LC,42,30,45,56,53,39
857,Chapotus,Psy,"Coeur Soin
Anticipation
Miroir Magik",ZU,57,40,65,86,73,49
858,Sorcilence,"Psy
Fée","Coeur Soin
Anticipation
Miroir Magik",OU,57,90,95,136,103,29
858,Sorcilence Gigamax,"Psy
Fée","Coeur Soin
Anticipation
Miroir Magik",Untiered,57,90,95,136,103,29
859,Grimalin,"Ténèbres
Fée","Farceur
Fouille
Pickpocket",LC,45,45,30,55,40,50
860,Fourbelin,"Ténèbres
Fée","Farceur
Fouille
Pickpocket",NFE,65,60,45,75,55,70
861,Angoliath,"Ténèbres
Fée","Farceur
Fouille
Pickpocket",PU,95,120,65,95,75,60
861,Angoliath Gigamax,"Ténèbres
Fée","Farceur
Fouille
Pickpocket",Untiered,95,120,65,95,75,60
862,Ixon,"Ténèbres
Normal","Téméraire
Cran
Acharné",Untiered,93,90,101,60,81,95
863,Berserkatt,Acier,"Armurbaston
Griffe Dure
Boost Acier",ZU,70,110,100,50,60,50
864,Corayôme,Spectre,"Armurouillée
Corps Condamné",Untiered,60,95,50,145,130,30
865,Palarticho,Combat,"Impassible
Querelleur",Untiered,62,135,95,68,82,65
866,M. Glaquette,"Glace
Psy","Pieds Confus
Brise-Barrière
Corps Gel",Untiered,80,85,75,110,100,70
867,Tutétékri,"Sol
Spectre",Âme Vagabonde,Untiered,58,95,145,50,105,30
868,Crèmy,Fée,"Gluco-Voile
Aroma-Voile",LC,45,40,40,50,61,34
869,Charmilly,Fée,"Gluco-Voile
Aroma-Voile",(PU),65,60,75,110,121,64
869,Charmilly Gigamax,Fée,"Gluco-Voile
Aroma-Voile",Untiered,65,60,75,110,121,64
870,Hexadron,Combat,"Armurbaston
Acharné",ZU,65,100,100,70,60,75
871,Wattapik,Électrik,"Paratonnerre
Créa-Élec",ZU,48,101,95,91,85,15
872,Frissonille,"Glace
Insecte","Écran Poudre
Écailles Glacées",LC,30,25,35,45,30,20
873,Beldeneige,"Glace
Insecte","Écran Poudre
Écailles Glacées",PU,70,65,60,125,90,65
874,Dolman,Roche,Cercle d’Énergie,ZU,100,125,135,20,20,70
875,Bekaglaçon Tête de Gel,Glace,Tête de Gel,ZU,75,80,110,65,90,50
875,Bekaglaçon Tête Dégel,Glace,Tête de Gel,ZU,75,80,70,65,50,130
876,Wimessir,"Psy
Normal","Attention
Synchro
Créa-Psy",PUBL,60,65,55,105,95,95
876,Wimessir Femelle,"Psy
Normal","Tempo Perso
Synchro
Créa-Psy",ZU,70,55,65,95,105,85
877,Morpeko,"Électrik
Ténèbres",Déclic Fringale,ZU,58,95,58,70,58,97
877,Morpeko Affamé,"Électrik
Ténèbres",Déclic Fringale,ZU,58,95,58,70,58,97
878,Charibari,Acier,"Sans Limite
Heavy Metal",LC,72,80,49,40,49,40
879,Pachyradjah,Acier,"Sans Limite
Heavy Metal",NU,122,130,69,80,69,30
879,Pachyradjah Gigamax,Acier,"Sans Limite
Heavy Metal",Untiered,122,130,69,80,69,30
880,Galvagon,"Électrik
Dragon","Absorb Volt
Agitation
Baigne Sable",Untiered,90,100,90,80,70,75
881,Galvagla,"Électrik
Glace","Absorb Volt
Statik
Chasse-Neige",Untiered,90,100,90,90,80,55
882,Hydragon,"Eau
Dragon","Absorb Eau
Prognathe
Baigne Sable",Untiered,90,90,100,70,80,75
883,Hydragla,"Eau
Glace","Absorb Eau
Corps Gel
Chasse-Neige",Untiered,90,90,100,80,90,55
884,Duralugon,"Acier
Dragon","Light Metal
Heavy Metal
Nerfs d’Acier",PUBL,70,95,115,120,50,85
884,Duralugon Gigamax,"Acier
Dragon","Light Metal
Heavy Metal
Nerfs d’Acier",Untiered,70,95,115,120,50,85
885,Fantyrm,"Dragon
Spectre","Corps Sain
Infiltration
Corps Maudit",LC,28,60,30,40,30,82
886,Dispareptil,"Dragon
Spectre","Corps Sain
Infiltration
Corps Maudit",NFE,68,80,50,60,50,102
887,Lanssorien,"Dragon
Spectre","Corps Sain
Infiltration
Corps Maudit",OU,88,120,75,100,75,142
888,Zacian,Fée,Lame Indomptable,Uber,92,120,115,80,115,138
888,Zacian Épée Suprême,"Fée
Acier",Lame Indomptable,Uber,92,150,115,80,115,148
889,Zamazenta,Combat,Égide Inflexible,OU,92,120,115,80,115,138
889,Zamazenta Bouclier Suprême,"Combat
Acier",Égide Inflexible,Uber,92,120,140,80,140,128
890,Éthernatos,"Poison
Dragon",Pression,Uber,140,85,95,145,95,130
890,Éthernatos Infinimax,"Poison
Dragon",Pression,Untiered,255,115,250,125,250,130
891,Wushours,Combat,Attention,NFE,60,90,60,53,50,72
892,Shifours Poing Final,"Combat
Ténèbres",Poing Invisible,Uber,100,130,100,63,60,97
892,Shifours Mille Poings,"Combat
Eau",Poing Invisible,Uber,100,130,100,63,60,97
892,Shifours Poing Final Gigamax,"Combat
Ténèbres",Poing Invisible,Untiered,100,130,100,63,60,97
892,Shifours Mille Poings Gigamax,"Combat
Eau",Poing Invisible,Untiered,100,130,100,63,60,97
893,Zarude,"Ténèbres
Plante",Feuille Garde,UU,105,120,105,70,95,105
894,Regieleki,Électrik,Transistor,Uber,80,100,50,100,50,200
895,Regidrago,Dragon,Dent de Dragon,NUBL,200,100,50,100,50,80
896,Blizzeval,Glace,Blanche Ruade,ZU,100,145,130,65,110,30
897,Spectreval,Spectre,Sombre Ruade,Uber,100,65,60,145,80,130
898,Sylveroy,"Psy
Plante",Tension,ZU,100,80,80,80,80,80
898,Sylveroy Cavalier du Froid,"Psy
Glace",Osmose Équine,Uber,100,165,150,85,130,50
898,Sylveroy Cavalier d'Effroi,"Psy
Spectre",Osmose Équine,AG,100,85,80,165,100,150
899,Cerbyllin,"Normal
Psy","Intimidation
Fouille
Herbivore",ZU,103,105,72,105,75,65
900,Hachécateur,"Insecte
Roche","Essaim
Sans Limite
Incisif",RU,70,135,95,45,70,85
901,Ursaking,"Sol
Normal","Cran
Pare-Balles
Tension",UUBL,130,140,105,45,80,50
901,Ursaking Lune Vermeille,"Sol
Normal",Oeil Révélateur,Uber,113,70,120,135,65,52
902,Paragruel Mâle,"Eau
Spectre","Glissade
Adaptabilité
Brise Moule",NU,120,112,65,80,75,78
902,Paragruel Femelle,"Eau
Spectre","Glissade
Adaptabilité
Brise Moule",RU,120,92,65,100,75,78
903,Farfurex,"Combat
Poison","Pression
Délestage
Toxitouche",Uber,80,130,60,40,80,120
904,Qwilpik,"Ténèbres
Poison","Point Poison
Glissade
Intimidation",NU,85,115,95,65,65,85
905,Amovénus,"Fée
Vol","Joli Sourire
Contestation",OU,74,115,70,135,80,106
905,Amovénus Totémique,"Fée
Vol",Envelocape,RUBL,74,115,110,135,100,46
906,Poussacha,Plante,"Engrais
Protéen",LC,40,61,54,45,45,65
907,Matourgeon,Plante,"Engrais
Protéen",NFE,61,80,63,60,63,83
908,Miascarade,"Plante
Ténèbres","Engrais
Protéen",UUBL,76,110,70,81,70,123
909,Chochodile,Feu,"Brasier
Inconscient",LC,67,45,59,63,40,36
910,Crocogril,Feu,"Brasier
Inconscient",NFE,81,55,78,90,58,49
911,Flâmigator,"Feu
Spectre","Brasier
Inconscient",UU,104,75,100,110,75,66
912,Coiffeton,Eau,"Torrent
Impudence",LC,55,65,45,50,45,50
913,Canarbello,Eau,"Torrent
Impudence",NFE,70,85,65,65,60,65
914,Palmaval,"Eau
Combat","Torrent
Impudence",UUBL,85,120,80,85,75,85
915,Gourmelet,Normal,"Aroma-Voile
Gloutonnerie
Isograisse",LC,54,45,40,35,45,35
916,Fragroin,Normal,"Odeur Tenace
Gloutonnerie
Isograisse",ZU,110,100,75,59,80,65
916,Fragroin Femelle,Normal,"Aroma-Voile
Gloutonnerie
Isograisse",ZU,115,90,70,59,90,65
917,Tissenboule,Insecte,"Insomnia
Filature",LC,35,41,45,29,40,20
918,Filentrappe,Insecte,"Insomnia
Filature",ZU,60,79,92,52,86,35
919,Lilliterelle,Insecte,"Essaim
Lentiteintée",LC,33,46,40,21,25,45
920,Gambex,"Insecte
Ténèbres","Essaim
Lentiteintée",UU,71,102,78,52,55,92
921,Pohm,Électrik,"Statik
Médic Nature
Poing de Fer",LC,45,50,20,40,25,60
922,Pohmotte,"Électrik
Combat","Absorb Volt
Médic Nature
Poing de Fer",NFE,60,75,40,50,40,85
923,Pohmarmotte,"Électrik
Combat","Absorb Volt
Médic Nature
Poing de Fer",PU,70,115,70,70,60,105
924,Compagnol,Normal,"Fuite
Ramassage
Tempo Perso",LC,50,50,45,40,45,75
925,Famignol,Normal,"Garde Amie
Bajoues
Technicien",RU,74,75,70,65,75,111
926,Pâtachiot,Fée,"Tempo Perso
Maladresse",LC,37,55,70,30,55,65
927,Briochien,Fée,"Bien Cuit
Aroma-Voile",ZU,57,80,115,50,80,95
928,Olivini,"Plante
Normal","Matinal
Récolte",LC,41,35,45,58,51,30
929,Olivado,"Plante
Normal","Matinal
Récolte",NFE,52,53,60,78,78,33
930,Arboliva,"Plante
Normal","Semencier
Récolte",ZU,78,69,90,125,109,39
931,Tapatoès Vert,"Normal
Vol","Intimidation
Agitation
Cran",ZU,82,96,51,45,51,92
931,Tapatoès Blanc,"Normal
Vol","Intimidation
Agitation
Sans Limite",ZU,82,96,51,45,51,92
931,Tapatoès Bleu,"Normal
Vol","Intimidation
Agitation
Cran",ZU,82,96,51,45,51,92
931,Tapatoès Jaune,"Normal
Vol","Intimidation
Agitation
Sans Limite",ZU,82,96,51,45,51,92
